,Jet.PT[0],Jet.PT[1],Jet.PT[2],Jet.PT[3],Jet.Phi[0],Jet.Phi[1],Jet.Phi[2],Jet.Phi[3],Jet.Eta[0],Jet.Eta[1],Jet.Eta[2],Jet.Eta[3],Jet.Mass[0],Jet.Mass[1],Jet.Mass[2],Jet.Mass[3],MissingET.MET,MissingET.Phi,MissingET.Eta,HT,DPhi_J0_J1,DPhi_MET_J0,DPhi_MET_J1,DPhi_MET_J2,DPhi_MET_J3,InvMass_J0_J1,InvMass_J0_J2,InvMass_J0_J3,InvMass_J1_J2,InvMass_J1_J3,InvMass_J2_J3,max_inv_mass
19882,502.85358,419.34705,134.82759,126.817795,-1.1120358,2.3182034,1.7844374,0.75582725,2.7448406,-0.18712677,0.22356002,0.40220243,43.503216,47.459614,21.97154,3.1102552,38.729591369628906,-2.6376171112060547,-5.405666351318359,1183.846,2.8529463,1.5255813598632812,-1.327364746724264,-1.8611307779895228,-2.8897409478770655,2097.0054,998.3942,842.301,174.22212,357.05893,134.44968,2097.00537109375
19884,388.47314,377.14633,97.30851,51.819878,-2.3329146,1.0671858,-0.9377774,-1.1344105,1.7800483,-0.4427283,1.4055729,-3.049476,27.456799,5.3947965e-06,6.879861,10.751566,84.85462951660156,1.6278630495071411,-3.315793514251709,914.7479,2.8830853,2.322407666836874,-0.5606772899627686,-2.565640449523926,-2.7622735500335693,1285.6515,262.5945,1583.1488,519.42566,538.155,651.5053,1583.1488037109375
19885,197.82758,196.09442,78.61566,27.958797,2.0375605,-0.6001622,-2.317255,-3.069115,2.0092435,-1.7926973,0.03467509,2.0178015,16.292793,16.995409,3.0649202,1.5242153,13.25353717803955,1.5173553228378296,-3.0584194660186768,500.49646,2.6377227,0.5202051401138306,-2.1175175309181213,2.448574964200155,1.6967150608645838,1344.3932,354.21664,84.46819,321.29745,506.67264,114.39927,1344.3931884765625
19932,230.14844,166.7315,121.144646,86.23677,1.7758412,-2.0625856,-1.0227708,0.08761112,-3.076319,2.2109628,0.29657388,-1.7556852,14.818975,15.839221,10.835012,3.0822835,35.45231628417969,1.05581796169281,4.745845794677734,604.26135,-2.4447587,0.7200232744216919,-3.1184035539627075,-2.0785887241363525,-0.9682068452239037,2766.0032,932.3245,290.92697,347.3434,880.7227,271.59445,2766.003173828125
19984,244.6891,211.80757,26.950033,25.271547,1.8494102,-1.3175253,-0.9825913,-3.0538888,0.29547274,-2.3796844,-4.8595004,-2.605095,9.571878,10.706304,5.9247327,1.9073486e-06,19.915103912353516,-0.2765618562698364,5.660121917724609,508.71826,-3.11625,2.125972032546997,-1.0409634113311768,-0.7060294151306152,-2.7773269414901733,927.4087,1075.2219,332.55582,241.23018,113.46641,85.17042,1075.221923828125
20059,367.961,303.1752,71.654915,,1.0519744,-2.0375392,-2.482607,,-1.0149431,0.9052966,0.25139055,,65.37717,11.812511,4.6156363,,1.1880378723144531,2.903371810913086,-7.011987209320068,742.79114,3.0895138,-1.8513973951339722,1.3422742525683802,0.8972066084491175,,1004.0426,393.31567,,119.02734,,,1004.0426025390625
20082,204.68707,119.72306,83.16571,29.573431,2.4019537,-0.840349,-1.0299052,0.47092935,-2.1506712,1.985304,1.4413109,0.21834213,21.039412,7.384682,-4.672031e-06,3.3717478e-07,9.260969161987305,1.0846282243728638,3.9670464992523193,437.14926,-3.0408828,1.317325472831726,-1.9249772429466248,-2.1145334243774414,-0.6136988699436188,1258.1063,807.25464,264.5418,58.77021,139.8907,93.46468,1258.1063232421875
20105,102.04474,79.43403,65.46903,31.815462,2.6000013,-0.30442667,2.9512913,-0.03081816,-0.88483036,2.8602135,2.0162337,-3.9194202,6.684462,13.147751,4.290905,4.4221725,22.058902740478516,-1.025828242301941,3.352602481842041,278.76324,2.904428,-2.6573557297336023,0.721401572227478,-2.3060657421695154,0.9950100816786289,599.485,330.93686,271.36816,158.01404,1489.5863,890.0375,1489.5863037109375
20176,317.78555,298.60794,267.02286,104.002106,1.3733281,-2.1963332,-0.5609702,-3.0184095,-1.7519283,1.5551935,2.2002454,0.60683477,26.690678,6.3666377,12.894142,19.102314,50.8621826171875,0.8406277298927307,-3.887556314468384,987.41846,-2.7135243,0.5327003598213196,-3.0369608998298645,-1.4015979170799255,2.4241480867015284,1663.9398,2116.7234,614.40924,452.19162,229.12456,435.26788,2116.723388671875
20190,324.0638,222.95941,168.54758,32.774914,-0.91564065,2.429687,2.0206096,-1.0099305,-2.1556177,1.9792747,1.6148677,4.185964,21.364885,1.0789593e-05,-5.3947965e-06,7.962944,3.993424892425537,-0.2945505380630493,-6.238230228424072,748.3457,2.9378579,-0.6210901141166687,2.724237561225891,2.3151601552963257,-0.7153799533843994,2158.2344,1574.6045,2451.4053,106.051285,285.0956,289.39246,2451.4052734375
20204,90.19526,76.58952,63.190525,34.478497,1.52195,-1.5339952,-2.8733258,-0.34775513,3.7297301,-1.3399968,-1.0068786,-1.1334507,9.907413,14.873339,6.804603,2.405055,14.758565902709961,0.649249255657196,-2.970123529434204,264.4538,3.0559452,0.8727007508277893,-2.1832444071769714,2.7606102267848414,-0.9970043897628784,1056.4419,809.1038,636.1321,92.09245,61.147106,89.65725,1056.44189453125
20242,181.19681,95.56363,86.23451,82.25851,1.7940514,-1.9378426,-0.32483906,-1.9330955,-3.0109472,1.4143785,1.5425335,-3.0381737,-3.737625e-05,17.6082,9.699765,14.05913,20.678207397460938,1.283654808998108,5.4952497482299805,445.25345,-2.5512915,0.5103965997695923,3.0616878906833094,-1.6084938645362854,3.0664350430118006,1215.9751,1225.2316,235.13081,134.62349,813.03815,832.7892,1225.2315673828125
20259,511.292,453.30206,67.24685,,-2.7982686,0.36634567,-0.31978765,,0.24516335,-0.804546,-0.78071177,,41.175163,0.0,1.9073486e-06,,51.81944274902344,1.0685138702392578,3.889498710632324,1031.841,3.1185713,2.41640288034548,-0.702168196439743,-1.388301521539688,,1100.145,405.47653,,117.53211,,,1100.14501953125
20316,349.6309,334.6914,144.08946,61.021442,1.48023,-2.310965,-0.991988,-0.020266723,1.4479852,-1.3128699,-2.8495588,-3.3081179,21.293573,43.189964,4.39618,6.825205,53.48774719238281,0.4839036762714386,4.388002395629883,889.43317,-2.4919906,0.9963262975215912,-2.7948687374591827,-1.4758916795253754,-0.504170399159193,1431.4755,1945.419,1574.5785,464.6859,429.16663,98.47588,1945.4189453125
20357,859.49036,452.71838,360.0015,205.47937,-2.2529087,0.32572126,1.4401227,1.5681745,0.7398619,-0.70620304,-0.5210262,-1.9766229,54.487007,9.043863,31.316069,11.35063,184.22628784179688,0.9384886026382446,2.03109073638916,1877.6896,-2.57863,3.0917879978763025,-0.6127673387527466,0.5016341209411621,0.6296858787536621,1551.3816,1309.3081,1721.4254,436.33978,545.8192,436.61224,1721.4254150390625
20366,631.2114,627.7181,51.839096,32.745358,0.90253395,-2.1268082,-1.7776792,2.5701132,-0.8230461,0.56599766,3.9229443,0.7934117,27.668766,87.5659,5.365879,7.6532655,60.5405158996582,1.9782286882400513,-3.617124557495117,1343.5139,3.0293422,-1.075694739818573,2.1781484524356287,2.527277413998739,0.5918844938278198,1579.0975,1956.4806,337.90585,946.22736,227.9842,204.76907,1956.4805908203125
20402,308.85724,283.57666,92.82991,30.79485,2.776231,-0.32070994,-0.9273987,-3.119413,-2.6406798,1.1913568,-1.5841881,-4.620204,4.3158372e-05,29.662382,3.8146973e-06,5.1935616,55.623146057128906,1.9513095617294312,4.992244720458984,716.05865,3.096941,0.8249214887619019,-2.2720195055007935,-2.878708243370056,1.212462846432821,2055.2676,375.44174,229.39267,618.1513,1714.069,251.03586,2055.267578125
20470,131.16647,80.79282,78.71871,39.310913,-2.7210712,-0.25713152,0.98616993,2.6961691,3.064485,-2.9681346,-0.9631796,-0.71073145,6.766011,10.904016,-1.3486991e-06,7.999235,9.099634170532227,-1.5570740699768066,-4.579137325286865,329.98892,-2.4639397,-1.1639971733093262,1.2999425530433655,2.5432440042495728,-2.0299420992480677,2105.6965,772.8009,469.25473,210.0689,195.26616,86.37851,2105.696533203125
20478,300.30087,251.3407,192.05376,139.32314,0.13000143,-2.8151453,2.3521876,-0.7646262,-0.7802337,1.9794619,-1.6346215,0.59728295,30.016773,24.19328,19.258135,2.5722806,33.880462646484375,2.960475206375122,-1.2881203889846802,883.0185,2.9451466,-2.830473780632019,0.5075648466693323,-0.6082875728607178,2.5580838958369654,1161.3987,482.41833,354.08524,1323.8268,425.84335,553.35693,1323.8267822265625
20537,120.57049,58.992622,49.408916,30.53175,-0.68181676,2.926,1.5335056,-2.6666162,1.3994554,-3.8753033,4.7459574,2.3765974,-5.3947965e-06,3.723673,5.784208,3.8146973e-06,22.106075286865234,0.7651354670524597,-4.926202297210693,259.50378,2.6753685,-1.446952223777771,2.1608646512031555,0.7683700919151306,2.8514336387263697,1184.1421,420.24994,118.86047,4021.3494,965.4196,133.34917,4021.349365234375
20595,194.02411,180.96385,95.93812,92.11662,-1.7221669,1.3444943,-2.4423068,0.086106315,2.2003162,-0.56159776,-0.5626356,-2.8633153,12.826909,5.6521096,18.792376,12.011289,33.51512908935547,0.6255241632461548,2.259389638900757,563.0427,-3.0666614,-2.347691059112549,0.7189701795578003,-3.0678309202194214,-0.5394178479909897,792.73596,521.04535,1684.0359,252.04884,397.8838,326.51224,1684.035888671875
20619,718.8445,485.9752,376.1025,197.38577,0.22945721,-2.8499477,-2.502189,1.1306252,1.642707,-0.40807432,-2.9916325,0.315254,86.11614,88.785095,18.914581,25.728962,11.715152740478516,2.832792282104492,5.619357109069824,1778.308,3.0794048,-2.603335067629814,0.6004453341113489,0.9482041041003626,-1.70216703414917,1871.9014,5325.1377,641.57715,1467.965,621.11646,1474.212,5325.1376953125
20661,151.1978,76.25946,58.165806,49.594727,0.97984713,-1.8806368,-1.48538,2.2327683,-0.5675825,2.308741,-3.2212107,0.19516231,9.511838,6.5459566,7.6136107,1.4877324,18.47092628479004,-2.4259376525878906,0.8162581920623779,335.2178,2.860484,-2.877400521432058,0.5453008413314819,0.940557599067688,-1.624479357396261,477.29037,373.90347,122.533264,1053.7655,189.99059,304.78296,1053.7655029296875
20751,171.40984,120.72917,97.98021,67.577705,2.5727754,-0.41763318,-1.4034421,0.469351,-2.8478615,1.0727748,-2.064064,4.0247717,19.799667,2.4765787,14.02732,6.24261,22.203649520874023,2.0497255325317383,-3.910337448120117,457.6969,2.9904084,0.5230498313903809,-2.467358708381653,2.830017630253927,-1.580374538898468,1041.8647,261.6037,3346.1091,510.09665,382.64212,1710.1228,3346.109130859375
20774,108.91164,69.01112,31.92469,,-2.961617,0.47432846,-0.5767253,,1.8027986,-3.697644,3.2769468,,13.918458,13.911619,3.3982978,,16.111587524414062,1.3783111572265625,4.206186294555664,209.84744,2.84724,1.9432571570025843,-0.9039826989173889,-1.955036461353302,,1362.2015,146.60683,,1534.1302,,,1534.1302490234375
20786,372.37393,184.65033,153.4384,95.65757,1.6594447,-1.8067577,-1.504888,-2.7976553,1.3571562,-0.117878996,0.3987655,-2.168994,20.719795,2.6973983e-06,0.0,11.905457,57.59138488769531,-0.6795571446418762,2.5234222412109375,806.1203,-2.8169832,2.3390018343925476,-1.1272005438804626,-0.825330913066864,-2.118098199367523,668.6983,534.4722,1109.478,101.46194,347.09875,429.66412,1109.47802734375
20816,837.85394,526.7671,131.04211,126.753136,-1.7505356,1.6150299,1.361727,0.8121704,1.1973884,-0.2148191,-0.98679256,-1.5252942,89.73187,88.43065,-2.6973983e-06,3.5873117,24.201629638671875,2.127159595489502,-4.8704705238342285,1622.4164,2.91762,2.4054901043521326,-0.5121296644210815,-0.765432596206665,-1.3149892091751099,1679.4431,1102.8651,1345.7388,241.51978,430.20212,99.23158,1679.443115234375
20847,209.42644,148.72348,74.529274,71.81896,2.4734063,-0.19556774,-0.7567455,-1.2480048,2.1597888,-1.391335,2.9489512,0.13589072,44.49154,12.710616,3.4857185,12.830172,41.858001708984375,-2.408219814300537,-4.486941337585449,504.49814,2.6689742,-1.4015591780291956,2.2126520723104477,1.6514742970466614,1.1602150201797485,1070.1344,275.84143,381.2523,912.3635,204.95132,286.08777,1070.1343994140625
20902,628.11176,510.65683,202.14166,127.70678,0.70780843,-2.0444984,2.7309887,-2.6306698,1.0259383,-0.16255075,-0.13086823,-0.42884573,99.46569,80.24465,33.24165,11.420598,28.80886459350586,1.8775066137313843,-2.429884910583496,1468.617,2.752307,-1.169698178768158,2.3611802498446863,0.8534821271896362,1.7750088612185877,1333.3254,756.9929,729.384,454.33627,187.64438,157.80739,1333.325439453125
20906,271.74542,237.26315,196.699,134.0952,-2.5521767,1.0227133,0.28920835,-2.1672752,-0.061411675,1.5856483,-1.9744413,-0.6046616,7.7185836,18.30681,22.416033,2.223351,11.916278839111328,-3.0807278156280518,3.557648181915283,839.8028,2.7082953,0.5285511016845703,-2.1797441879855555,-2.913249138985769,0.9134526252746582,681.81067,687.73926,128.30132,1254.9277,593.24,389.8349,1254.927734375
20918,187.29265,113.81402,34.55562,27.336615,-0.39978644,2.7842112,1.9132478,2.5260396,-3.6485884,1.8235996,3.3669028,0.2877648,12.603781,16.008238,9.344062e-06,2.6558342,0.26186373829841614,-0.9785599112510681,9.988513946533203,362.9989,3.0991879,0.5787734687328339,-2.5204142371760767,2.891807734966278,-2.7785857955562037,2262.4272,2686.4778,522.935,121.62083,97.36004,138.43755,2686.477783203125
20969,350.00882,300.85498,105.33812,92.36416,-3.027464,0.04583753,-0.24056774,0.9879426,-1.5375135,0.7557906,0.3366005,3.3914754,15.22233,10.968908,1.3250295,8.423457,15.009793281555176,1.889986515045166,-5.340424060821533,848.56604,-3.0733016,1.365734879170553,-1.8441489860415459,-2.1305542588233948,-0.9020439386367798,1124.6122,561.5065,2124.0308,91.62564,598.0531,447.74182,2124.03076171875
20972,737.9114,451.145,264.99854,100.87025,2.0513246,-0.9561231,-1.3594167,1.5128483,-0.84000564,0.2839068,-1.9583899,-0.17975159,16.40675,7.5825863,55.148773,14.458072,38.19084548950195,-2.559657335281372,2.362452983856201,1554.9252,3.0074477,-1.6722033659564417,1.60353422164917,1.2002406120300293,-2.2106797138797205,1338.9941,1022.76526,239.31844,960.76117,416.4087,468.8946,1338.994140625
20994,132.55222,112.53139,26.747227,24.49475,2.0271196,-1.0334331,-2.3339634,0.03707312,3.4628606,-3.0427754,2.6431353,2.2693534,-5.2857995e-05,8.875269,3.8721452,4.980666,4.977510929107666,-1.6337403059005737,-6.009774684906006,296.3256,3.0605526,-2.622325364743368,0.6003072261810303,-0.7002230882644653,1.670813426375389,3163.4622,110.60967,121.65936,941.0525,746.10876,49.311115,3163.462158203125
21049,84.71971,71.06491,32.54793,29.509226,-1.4100776,2.2967067,1.3715998,-0.08316819,1.4345254,-1.9935982,2.2883573,4.357778,7.1511965,9.829528,3.3106325,5.928546,11.543156623840332,0.531985878944397,-5.486551761627197,217.84178,2.5764012,-1.9420634508132935,1.7647207975387573,0.8396139144897461,-0.6151540726423264,442.9444,113.71332,214.09694,406.02103,1098.0934,87.3792,1098.0933837890625
21099,876.3107,864.5575,22.33351,,-0.13071886,3.069541,0.17216544,,-0.39859465,0.21701306,-2.006992,,31.206314,20.345173,1.6868534,,16.944841384887695,1.305275559425354,3.216357469558716,1763.2017,3.0829256,-1.435994416475296,1.7642654180526733,-1.1331101208925247,,1823.9843,255.7482,,467.4829,,,1823.9842529296875
21139,387.12595,189.27106,155.89845,43.945858,-1.8169307,1.664743,1.1518719,0.5557868,0.3222256,-3.0346856,1.1367633,-3.9118884,-7.6293945e-06,28.926348,27.331902,7.304902,8.688288688659668,-0.14084328711032867,6.53283166885376,776.2413,2.8015118,-1.6760873645544052,1.8055862337350845,1.2927152067422867,0.6966300755739212,1498.2126,532.7263,1094.829,1366.9482,132.27623,1029.5913,1498.212646484375
21148,684.6206,424.40717,390.07333,41.256306,-0.21777233,2.2787876,-2.5603893,1.4416008,-0.8335192,1.6050228,-1.175824,-2.4213371,54.749027,28.612778,18.795628,2.5178463,74.53688049316406,-3.067089557647705,2.629415273666382,1540.3575,-2.4965599,2.8493172228336334,-0.9373081366168421,0.5067002773284912,-1.7744949499713343,1956.1378,971.7265,390.83453,1625.2405,979.4967,286.422,1956.1378173828125
21238,544.44403,435.81256,160.99847,,2.2067842,-1.1838132,-0.05509742,,-0.20347615,0.8577205,1.8527741,,20.747843,74.22064,9.277054,,29.038864135742188,-1.7379069328308105,-1.5655995607376099,1141.2551,-2.8925881,-2.338494125996725,0.5540937185287476,1.6828095130622387,,1113.1716,899.5154,,407.61356,,,1113.171630859375
21239,404.90973,304.19855,118.995445,,-2.7936032,0.15603949,0.8337101,,-1.4182993,2.0880806,-1.4233524,,100.66499,18.811506,10.832981,,8.968229293823242,-0.8508664965629578,2.6671626567840576,828.1037,-2.9496427,-1.9427366852760315,1.0069059878587723,1.6845765709877014,,2091.7727,441.83502,,1076.2393,,,2091.772705078125
21311,113.94855,86.50599,71.76407,,-0.15274611,-2.808032,2.2884793,,-2.9505424,1.9018826,-1.710608,,15.435241,11.935558,1.5213802,,12.17541790008545,0.5582768321037292,5.160988807678223,272.2186,2.6552858,-0.7110229432582855,2.9168764392482203,1.7302024960517883,,1131.6802,208.38635,,475.20486,,,1131.68017578125
21362,281.18304,196.96002,173.33632,108.160065,1.21531,-1.873481,-2.8780758,0.1903437,-0.9732458,3.1399775,1.7712402,1.5382,13.708816,27.034735,18.065338,3.8146973e-06,19.2672176361084,2.8361732959747314,-5.403743267059326,759.6394,3.088791,-1.6208633184432983,1.5735309759723108,0.5689361731158655,-2.645829603075981,1870.7792,904.9423,588.18756,329.9818,361.90814,276.41455,1870.7791748046875
21385,550.01044,320.57037,220.17345,,1.7845006,-1.4650667,-1.3621212,,1.6650543,-1.8721962,3.25685,,88.522865,42.465332,25.318573,,38.033447265625,-0.21067194640636444,-5.184682846069336,1090.7543,-3.0336182,1.9951725453138351,-1.2543947249650955,-1.151449277997017,,2536.5063,940.9814,,3433.0107,,,3433.0107421875
21426,415.01163,406.6668,59.000114,49.822796,1.9084527,-1.3018483,1.2968887,-1.9822314,1.3903416,-2.619523,1.7775707,-2.0860412,20.136927,41.20636,2.7811892,9.444468,7.755310535430908,0.3581721782684326,6.134045600891113,930.5014,-3.0728846,1.5502805709838867,-1.6600204706192017,0.9387165307998657,-2.3404035568237305,3106.395,114.574486,837.0461,1411.3577,134.41354,382.23196,3106.39501953125
21439,126.57313,118.647675,45.345837,39.83402,-1.0081805,2.3655276,0.66964763,1.3122089,-2.530557,0.3617756,1.0988255,3.349517,14.684814,6.8528347,2.7633405,10.338667,32.584312438964844,-2.471126079559326,-2.9197328090667725,330.40063,2.9094772,1.462945580482483,-1.4465315977679651,3.1407737135887146,-2.499850336705343,549.0932,466.93088,1345.9897,123.51396,299.53714,120.97017,1345.98974609375
21450,162.55934,106.68658,55.246887,41.311188,-0.7211059,2.6845334,0.9832266,2.9724348,0.47894415,-3.1577835,-0.03291109,2.42464,8.530053,20.815357,11.664579,4.3035264,26.940793991088867,-2.2595436573028564,3.3086276054382324,365.804,2.8775463,1.5384377837181091,-1.3391082922564905,-3.0404150525676172,-1.0512068907367151,832.75305,153.07353,244.11989,373.59604,1078.5614,171.55316,1078.5614013671875
21487,278.29285,230.66893,106.37443,31.521221,2.5162153,-0.15608048,-1.3135189,1.1592766,1.4971923,-0.046268903,3.2366648,-4.152505,7.7990527,0.9465141,18.240526,6.98383,63.44993591308594,-1.8592209815979004,-1.8053488731384277,646.8575,2.6722958,-1.9077490011798304,1.7031404972076416,0.5457020998001099,3.018497586250305,654.81415,469.23636,1577.8558,797.2556,661.8058,2330.7527,2330.752685546875
21502,432.7971,409.1566,38.20346,,-1.6559155,1.5894848,0.84146017,,-1.7344998,0.47643346,0.41130313,,23.889175,33.71104,3.4581172,,29.082277297973633,-0.2541276514530182,3.401888608932495,880.1571,3.037785,-1.4017878472805023,1.8436124622821808,1.095587819814682,,1411.544,413.14752,,98.97257,,,1411.5439453125
21524,256.56268,124.24603,91.64539,45.790344,-0.6081945,2.4256144,3.1002862,2.1642394,0.87881935,-2.5240145,-2.5616312,-1.0951433,16.944363,10.116417,7.6293945e-06,3.3353488,9.78429126739502,1.2329226732254028,5.2394022941589355,518.24445,-3.0338087,-1.8411171436309814,1.192691683769226,1.8673635721206665,0.9313167333602905,1011.6189,880.23083,329.44336,72.016495,119.81392,119.48797,1011.618896484375
21588,491.94943,476.93048,78.81335,,1.8372093,-1.294721,-1.8808546,,-0.49693784,1.1784378,1.3044839,,49.653934,5.82421,1.9073486e-06,,47.50265121459961,1.182708978652954,-3.6233866214752197,1047.6932,3.1319304,0.6545003652572632,-2.477429986000061,-3.063563585281372,,1331.3672,556.2934,,114.8314,,,1331.3671875
21615,77.478096,57.325977,40.156303,30.082497,2.2506,-1.5311995,-2.1993065,0.104567006,-2.4111657,2.609955,-2.4041119,-3.7895164,-7.6293945e-06,10.284479,3.392937,4.7077203,11.638262748718262,1.319292664527893,5.0476603507995605,205.04288,-2.501386,0.9313074350357056,-2.8504921197891235,2.764586154614584,-1.2147256582975388,825.00006,88.71866,111.396255,585.7354,1018.7669,82.595024,1018.7669067382812
21618,285.97116,196.78761,145.34125,42.698704,-2.339177,0.45317537,1.3069085,2.6500485,-1.7367584,1.2274765,-3.1768637,1.6842245,10.791141,14.351897,24.25765,7.507965,28.228620529174805,-0.9390916228294373,5.028559684753418,670.79877,-2.7923522,-1.4000852704048157,1.3922669887542725,2.246000111103058,-2.6940451900111597,1095.4999,509.20575,606.58704,1518.0243,170.11264,894.6161,1518.0242919921875
21636,106.04482,101.115746,46.915894,41.705433,-2.5049698,1.1497266,-2.2759452,0.27189687,2.6920996,-0.63621885,-1.0765359,-2.7829823,18.022896,1.281443,1.3647225,7.9290905,17.76345443725586,-0.5456719994544983,-4.400278568267822,295.7819,2.628489,-1.9592978358268738,1.6953986287117004,-1.730273187160492,0.8175688683986664,564.3847,454.2375,1031.7501,139.77724,176.86903,120.27358,1031.7501220703125
21671,370.1245,236.72177,114.602615,95.931206,-0.8950159,1.6700912,3.081445,2.4975343,-2.4427233,1.4403151,1.1353977,2.2344408,29.329294,9.19739,3.8146973e-06,6.950556,5.924960613250732,-1.4931666851043701,6.684169769287109,817.3801,-2.565107,0.5981507897377014,-3.119927469884054,-1.7085736433612269,-2.2924843470202845,2099.021,1256.1328,1971.3287,219.77596,173.29869,135.5861,2099.02099609375
21675,145.72,98.35022,92.753525,23.307169,1.5402706,-2.0806274,-1.1359289,2.2460208,3.3602583,-2.6143901,2.6145754,2.6164734,16.364698,12.635418,5.109154,-1.9073486e-06,6.87779426574707,0.6838156580924988,-6.504826545715332,360.1309,-2.6622875,0.8564549088478088,-2.764443099498749,-1.8197445273399353,1.5622051358222961,2379.816,243.96619,62.277603,1300.7482,656.11224,92.497635,2379.81591796875
21698,371.58377,220.36635,211.26135,80.229744,-2.5759034,-0.034927137,0.4927196,1.9778465,0.8861055,-1.7834933,-1.514853,0.8928786,27.370564,41.559685,8.447464,14.450475,37.34518051147461,3.0981452465057373,3.0852251052856445,883.4412,-2.5409763,0.6091366449939173,-3.1330723837018013,-2.6054256558418274,-1.1202987432479858,1152.1725,1015.6147,266.6928,138.66055,526.04895,433.73312,1152.1724853515625
21719,227.0579,174.66974,141.10536,46.924175,2.4277442,-0.94710875,-1.1757888,2.0699263,0.70826906,-1.3158447,3.3950772,-0.09666656,6.389042,15.847067,13.770942,0.7375718,14.53524398803711,1.184598684310913,-4.410170555114746,589.7572,-2.9083326,1.24314546585083,-2.1317074298858643,-2.360387444496155,0.8853275775909424,619.0015,728.4133,93.194336,1641.2826,216.13939,480.6818,1641.2825927734375
21734,277.0998,273.76456,61.372517,59.163574,-1.1756674,1.9606891,-1.7027124,1.9889933,-0.554877,1.796839,-1.1370723,-3.5714455,9.772643,37.12783,6.929997,8.153733,9.66002368927002,0.142332524061203,3.218074321746826,671.40045,-3.1363564,-1.317999929189682,1.8183565437793732,-1.8450449407100677,1.8466607630252838,978.77,104.237724,607.3432,589.82745,1856.0842,220.30405,1856.084228515625
21789,142.98288,96.80734,61.302296,38.446125,1.7847165,-1.0502696,-2.2329612,-0.30573198,-2.8018258,1.0071068,0.86079127,4.394796,5.7249246,2.9081802,1.0632577,6.2241163,11.940619468688965,-2.9505107402801514,-4.2644147872924805,339.53867,2.8349862,-1.5479580799685877,1.9002411365509033,0.7175495624542236,2.64477875828743,806.9124,594.1535,2709.9468,86.72387,323.95834,287.26947,2709.94677734375
21796,213.96844,197.44618,129.84045,47.775555,-0.89725024,1.770325,-2.7111003,2.0811994,1.542393,-2.424125,1.2598908,1.0012519,35.356113,11.402146,4.12241,1.9176657,25.79986572265625,0.4887448847293854,-0.3666374087333679,589.03064,-2.6675751,-1.3859951198101044,1.2815800607204437,3.0833400825606745,1.5924545228481293,1520.1221,270.29816,212.46552,1016.4244,521.97943,108.95588,1520.1220703125
21814,458.65247,211.82553,182.37924,42.785244,2.5883727,-0.37689945,-0.605247,-0.90013856,-0.51026404,1.5800469,2.0709238,1.0198162,30.24224,16.30874,5.6079884,7.9097815,30.872034072875977,0.15491883456707,-3.9377834796905518,895.6425,2.9652722,2.4334538727998734,-0.5318182855844498,-0.7601658552885056,-1.0550573915243149,995.7003,1131.7676,365.19763,110.39928,78.7746,104.39738,1131.767578125
21815,203.24382,161.05016,64.86923,,-1.7877703,1.4529138,1.1449741,,2.7736857,-0.65090424,-3.374934,,29.981043,-2.6973983e-06,9.408641,,7.757394790649414,-0.748249888420105,-5.1530632972717285,429.1632,3.0425014,-1.0395203828811646,2.201163649559021,1.8932240009307861,,1035.5826,2489.7104,,374.31638,,,2489.71044921875
21860,107.044,84.00395,58.199993,45.097603,-0.1755701,-2.6130002,1.4727203,-2.94203,-1.3383728,3.1322284,3.8098269,2.2509654,26.274202,2.8490098,-1.5258789e-05,4.5352774,14.116780281066895,0.44007280468940735,-5.475686550140381,294.34555,2.4374301,-0.6156429052352905,-3.0530729591846466,1.0326474606990814,2.901082549487249,896.40784,1038.3375,430.5032,133.65628,60.5506,121.2951,1038.3375244140625
21960,171.10425,99.58309,84.86607,58.601295,0.61104244,-1.7920297,-2.7627575,1.1411334,0.93331504,-0.074119665,0.47624636,-4.223848,6.612141,8.991415,6.931186,5.2001605,7.423860549926758,-0.19283241033554077,6.1569976806640625,414.1547,2.403072,0.8038748502731323,-1.5991973280906677,-2.5699251294136047,1.3339658379554749,280.0521,246.22482,1313.2268,101.188034,619.1264,745.1017,1313.226806640625
21973,995.3474,678.7552,425.92026,59.025635,2.826736,-0.20009857,-0.47884086,-2.865271,-0.47944462,1.3643736,0.29841343,3.6513712,36.691677,26.784317,20.3691,8.398373,63.26679229736328,2.175550937652588,-4.462681293487549,2159.0483,3.0268345,0.6511850357055664,-2.3756495118141174,-2.654391795396805,1.2423632780658167,2392.4326,1399.0797,1887.3909,621.1213,686.4182,870.4898,2392.4326171875
22011,630.207,351.48917,251.37822,171.71078,0.8309435,-1.4845722,-2.8620436,-2.8477924,0.277403,-2.2897494,0.009686026,0.84276664,110.35569,18.99238,4.904665,20.062841,13.467731475830078,-0.8983983397483826,5.257491111755371,1404.7852,2.3155158,1.7293418645858765,-0.5861738324165344,-1.9636452794075012,-1.9493940472602844,1802.3086,784.2551,675.2562,925.3679,1168.5765,180.5979,1802.30859375
22070,293.23425,186.255,172.48203,38.91446,-2.2310395,0.6699248,1.5509857,-0.46973723,-1.0789378,1.878365,0.787694,-1.858563,31.651714,16.7291,6.664985,8.569711,39.970794677734375,-1.3614006042480469,-3.1956591606140137,690.88574,-2.9009643,-0.8696389198303223,2.031325399875641,2.9123862981796265,0.8916633725166321,1078.3618,646.2249,189.88368,257.0434,546.8768,318.17566,1078.36181640625
